Title,Authors,Abstract,Published Year,Published Month,Journal,Volume,Issue,Pages,Accession Number,DOI,Ref,Covidence #,Study,Notes,Tags
Immunogenicity of purified F glycoprotein of respiratory syncytial virus: clinical and immune responses to subsequent natural infection in children,"Belshe, R. B.; Anderson, E. L.; Walsh, E. E.","Purified F glycoprotein from respiratory syncytial virus (RSV, subgroup A antigenic type) was evaluated in 18- to 36-month-old children as a vaccine. Children had been previously infected with RSV during natural outbreaks of the virus. Single injections of 5, 20, or 50 micrograms of protein resulted in greater than eightfold increases in ELISA and neutralizing antibodies. Second doses of vaccine did not result in further boosts in antibody. Neutralizing antibodies increased not only to the A2 and Long strains (subgroup A strains) but also to strain 18537 (subgroup B). Four of 11 vaccinees became naturally infected during the subsequent RSV outbreak, suggesting that the vaccine was not effective in preventing recurrent RSV infections. Severe illnesses did not occur, indicating that there was not an increase of severity of infection following vaccine in seropositive children. Only 1 of 8 vaccinees tested had fourfold increases in nasal wash IgA to RSV after immunization. Vaccine strategies to stimulate secretory antibodies as well as circulating neutralizing antibodies to RSV need to be developed.",1993,Oct,J Infect Dis,168,4,1024-9,8376814,10.1093/infdis/168.4.1024,,#114,Belshe 1993,,No NCT number; Possible RCT; Praxis Biologics; immunogenicity; infants/children; protein based particle/subunit vaccine; vaccine
Parenteral administration of live respiratory syncytial virus vaccine: results of a field trial,"Belshe, R. B.; Van Voris, L. P.; Mufson, M. A.","A live respiratory syncytial virus (RSV) vaccine administered parenterally was evaluated for efficacy in a double-blind, placebo-controlled field trial in 510 children six to 47 months of age. Among the 233 recipients of live RSV vaccine, 68 of 98 initially seronegative children (as determined by enzyme-linked immunosorbent assay) developed antibody to RSV; 25 of the 30 initially seronegative children who did not develop antibody were less than 12 months old, which suggested that very low levels of maternal antibody (undetectable by enzyme-linked immunosorbent assay) inhibited replication of the vaccine virus. The children were monitored for the occurrence of naturally acquired RSV infection in two RSV epidemics, and there was no difference in the frequency of upper or lower respiratory tract disease caused by RSV between the live RSV vaccine recipients who developed vaccine-induced antibody and the placebo vaccine recipients. Thus, this live RSV vaccine administered parenterally was not efficacious.",1982,Mar,J Infect Dis,145,3,311-9,7037983,10.1093/infdis/145.3.311,,#116,Belshe 1982,,Merck; No NCT number; Possible RCT; efficacy/effectiveness; immunogenicity; infants/children; live attenuated/chimeric vaccine; vaccine
Comparison of enzyme-linked immunosorbent assay and neutralization techniques for measurement of antibody to respiratory syncytial virus: implications for parenteral immunization with live virus vaccine,"Belshe, R. B.; Van Voris, L. P.; Mufson, M. A.; Buynak, E. B.; McLean, A. A.; Hilleman, M. A.","The sensitivity of an enzyme-linked immunosorbent assay (ELISA) to detect low levels of antibody to respiratory syncytial (RS) virus was compared with a tube dilution neutralization test (NEUT) on sera obtained from children who received a parenteral live RS virus vaccine. Among the children who developed antibody in response to live RS virus vaccine. ELISA was as sensitive as NEUT at detecting antibody increases. Some children who did not have detectable prevaccine ELISA antibody possessed NEUT antibody; these children were generally less than 12 months old, suggesting that they had low levels of maternal antibody. Low levels of NEUT or ELISA antibody were associated with the absence of antibody increases after injection of live RS virus vaccine. The quantity of antibody stimulated by this live RS virus vaccine was small compared with that which was stimulated by naturally acquired RS virus infection. We concluded that ELISA is a satisfactory test for determining antibody to RS virus in vaccine field trials, given the understanding that low levels of preexisting antibody are not detected in some instances.",1982,Jul,Infect Immun,37,1,160-5,7107002,10.1128/iai.37.1.160-165.1982,,#117,Belshe 1982,Yuna Chung (2025-01-06 15:36:41)(Included): Merck and Co; ,Merck; No NCT number; Not RCT; immunogenicity; infants/children; live attenuated/chimeric vaccine; vaccine
Safety and Immunogenicity of 3 Formulations of an Investigational Respiratory Syncytial Virus Vaccine in Nonpregnant Women: Results From 2 Phase 2 Trials,"Beran, J.; Lickliter, J. D.; Schwarz, T. F.; Johnson, C.; Chu, L.; Domachowske, J. B.; Van Damme, P.; Withanage, K.; Fissette, L. A.; David, M. P.; Maleux, K.; Schmidt, A. C.; Picciolato, M.; Dieussaert, I.","BACKGROUND: Respiratory syncytial virus (RSV) causes bronchiolitis and pneumonia in neonates and infants. RSV vaccination during pregnancy could boost preexisting neutralizing antibody titers, providing passive protection to newborns. METHODS: Two observer-blinded, controlled studies (RSV F-020 [clinical trials registration NCT02360475] and RSV F-024 [NCT02753413]) evaluated immunogenicity and safety of an investigational RSV vaccine in healthy, nonpregnant 18-45-year-old women. Both studies used a licensed adult formulation of combined tetanus toxoid-diphtheria toxoid-acellular pertussis (Tdap) vaccine as a control. RSV F-020 evaluated immunogenicity and safety: participants were randomized (1:1:1:1) to receive 1 dose of RSV-prefusion F protein (PreF) vaccine containing 30 Âµg or 60 Âµg of nonadjuvanted RSV-PreF, 60 Âµg of aluminum-adjuvanted RSV-PreF, or Tdap. RSV F-024 evaluated safety: participants were randomized 1:1 to receive 1 dose of 60 Âµg of nonadjuvanted RSV-PreF or Tdap. RESULTS: Both studies showed similar reactogenicity profiles for RSV-PreF and Tdap. No serious adverse events were considered vaccine related. In RSV F-020, geometric mean ratios of RSV-A neutralizing antibody levels at day 30 versus prevaccination were 3.1-3.9 in RSV-PreF recipients and 0.9 in controls. Palivizumab-competing antibody concentrations increased >14-fold in RSV-PreF recipients on day 30. RSV antibody titers waned after day 30 but remained well above baseline through day 90. CONCLUSIONS: All formulations of RSV-PreF boosted preexisting immune responses in 18-45-year old women with comparable immunogenicity. The RSV-PreF safety profile was similar to that of Tdap vaccine.",2018,Apr-23,J Infect Dis,217,10,1616-1625,29401325,10.1093/infdis/jiy065,,#119,Beran 2018,Ainslie Hie (2025-02-13 16:54:16)(Included): Added to metadata summary but data not extracted b/c there's no efficacy data for this particular GSK subunit vaccine (it's not the RSV-PreF3 vaccine). This paper is not a priority.; ,GSK; NCT number; Possible RCT; females only; general adults; immunogenicity; product not taken forward to phase 3; protein subunit
Live Respiratory Syncytial Virus (RSV) Vaccine Candidate Containing Stabilized Temperature-Sensitivity Mutations Is Highly Attenuated in RSV-Seronegative Infants and Children,"Buchholz, U. J.; Cunningham, C. K.; Muresan, P.; Gnanashanmugam, D.; Sato, P.; Siberry, G. K.; Rexroad, V.; Valentine, M.; Perlowski, C.; Schappell, E.; Thumar, B.; Luongo, C.; Barr, E.; Aziz, M.; Yogev, R.; Spector, S. A.; Collins, P. L.; McFarland, E. J.; Karron, R. A.","BACKGROUND: Respiratory syncytial virus (RSV) is the most important viral cause of severe respiratory illness in young children and lacks a vaccine. RSV cold-passage/stabilized 2 (RSVcps2) is a modification of a previously evaluated vaccine candidate in which 2 major attenuating mutations have been stabilized against deattenuation. METHODS: RSV-seronegative 6-24-month-old children received an intranasal dose of 105.3 plaque-forming units (PFU) of RSVcps2 (n = 34) or placebo (n = 16) (International Maternal Pediatric Adolescent AIDS Clinical Trials protocol P1114 and companion protocol CIR285). RSV serum neutralizing antibody titers before and 56 days after vaccination, vaccine virus infectivity (defined as vaccine virus shedding detectable in nasal wash and/or a â‰¥4-fold rise in serum antibodies), reactogenicity, and genetic stability were assessed. During the following RSV transmission season, participants were monitored for respiratory illness, with serum antibody titers measured before and after the season. RESULTS: A total of 85% of vaccinees were infected with RSVcps2 (median peak titer, 0.5 log10 PFU/mL by culture and 2.9 log10 copies/mL by polymerase chain reaction analysis); 77% shed vaccine virus, and 59% developed a â‰¥4-fold rise in RSV-serum neutralizing antibody titers. Respiratory tract and/or febrile illness occurred at the same rate (50%) in the vaccine and placebo groups. Deattenuation was not detected at either of 2 stabilized mutation sites. CONCLUSIONS: RSVcps2 was well tolerated and moderately immunogenic and had increased genetic stability in 6-24-month-old RSV-seronegative children. CLINICAL TRIALS REGISTRATION: NCT01852266 and NCT01968083.",2018,Apr-11,J Infect Dis,217,9,1338-1346,29509929,10.1093/infdis/jiy066,,#165,Buchholz 2018,,NCT number; NIH/NIAID/VRC; Possible RCT; immunogenicity; live-attenuated; product not taken forward to phase 3; under 2 years
"Immunogenicity, Reactogenicity, and Safety of AS01E-adjuvanted RSV Prefusion F Protein-based Candidate Vaccine (RSVPreF3 OA) When Co-administered With a Seasonal Quadrivalent Influenza Vaccine in Older Adults: Results of a Phase 3, Open-Label, Randomized Controlled Trial","Chandler, R.; Montenegro, N.; Llorach, C.; Aguirre, L. N.; Germain, S.; Kuriyakose, S. O.; Lambert, A.; Descamps, D.; Olivier, A.; HulstrÃ¸m, V.","BACKGROUND: Co-administration of vaccines against respiratory syncytial virus (RSV) and influenza can be considered given their overlapping seasonality, and may increase vaccine uptake and compliance. In this phase 3, open-label, randomized study, we evaluated the immunogenicity, reactogenicity, and safety of the AS01E-adjuvanted RSV prefusion F protein-based candidate vaccine (RSVPreF3 OA) when co-administered with a seasonal quadrivalent influenza vaccine (FLU-QIV) in older adults. METHODS: Participants aged â‰¥60 years (randomized 1:1) received either RSVPreF3 OA and FLU-QIV simultaneously on day 1 (Co-Ad group) or FLU-QIV on day 1 followed by RSVPreF3 OA on day 31 (sequential administration [SA] group). The co-primary objectives were to demonstrate noninferiority of RSVPreF3 OA in terms of RSV-A neutralization geometric mean titer (GMT) ratio and FLU-QIV in terms of hemagglutination inhibition GMT ratio for each FLU-QIV strain, when co-administered versus when administered alone at 1-month post-vaccination. Noninferiority was demonstrated if the upper limit of the 95% confidence interview of the group GMT ratio (SA/Co-Ad) was â‰¤1.5. Secondary descriptive objectives comprised additional immunogenicity assessments, reactogenicity, and safety. RESULTS: Of the 885 participants who received one dose of the study vaccines, 837 were included in the per protocol set. Demographic and baseline characteristics were balanced between the groups. Both co-primary objectives were met for both vaccines. Reported adverse events in both groups were mild-to-moderate, with a low frequency of grade 3 events. CONCLUSIONS: Data from this study demonstrate that RSVPreF3 OA can be co-administered with FLU-QIV. Co-administration is well tolerated, with an acceptable safety profile. CLINICALTRIALS.GOV REGISTRATION: NCT04841577.",2024,Jan-08,Clin Infect Dis,,,,38189778,10.1093/cid/ciad786,,#190,Chandler 2024,,GSK; NCT number; Possible RCT; formulation taken forward to phase 3; immunogenicity; older adults; product taken forward to phase 3; protein subunit
A prefusion-stabilized RSV F subunit vaccine elicits B cell responses with greater breadth and potency than a postfusion F vaccine,"Chang, L. A.; Phung, E.; Crank, M. C.; Morabito, K. M.; Villafana, T.; Dubovsky, F.; Falloon, J.; Esser, M. T.; Lin, B. C.; Chen, G. L.; Graham, B. S.; Ruckwardt, T. J.","There is currently no licensed vaccine for respiratory syncytial virus (RSV). Here, we assess the effect of RSV fusion protein (F) conformation on B cell responses in a post hoc comparison of samples from the DS-Cav1 [prefusion (pre-F)] and MEDI7510 [postfusion (post-F)] vaccine clinical trials. We compared the magnitude and quality of the serological and B cell responses across time points and vaccines. We measured RSV A and B neutralization, F-binding immunoglobulin G titers, and competition assays at week 0 (before vaccination) and week 4 (after vaccination) to evaluate antibody specificity and potency. To compare B cell specificity and activation, we used pre-F and post-F probes in tandem with a 17-color immunophenotyping flow cytometry panel at week 0 (before vaccination) and week 1 (after vaccination). Our data demonstrate that both DS-Cav1 and MEDI7510 vaccination robustly elicit F-specific antibodies and B cells, but DS-Cav1 elicited antibodies that more potently neutralized both RSV A and B. The superior potency was mediated by antibodies that bind antigenic sites on the apex of pre-F that are not present on post-F. In the memory (CD27(+)) B cell compartment, vaccination with DS-Cav1 or MEDI7510 elicited B cells with different epitope specificities. B cells preferentially binding the pre-F probe were activated in DS-Cav1-vaccinated participants but not in MEDI7510-vaccinated participants. Our findings emphasize the importance of using pre-F as an immunogen in humans because of its deterministic role in eliciting highly potent neutralizing antibodies and memory B cells.",2022,Dec-21,Sci Transl Med,14,676,eade0424,36542692,10.1126/scitranslmed.ade0424,,#191,Chang 2022,,MedImmune; No NCT number; Possible RCT; adults; immunogenicity; protein based particle/subunit vaccine; vaccine
Field evaluation of a respiratory syncytial virus vaccine and a trivalent parainfluenza virus vaccine in a pediatric population,"Chin, J.; Magoffin, R. L.; Shearer, L. A.; Schieble, J. H.; Lennette, E. H.",,1969,Apr,Am J Epidemiol,89,4,449-63,4305200,10.1093/oxfordjournals.aje.a120957,,#206,Chin 1969,,No NCT number; Pfizer; efficacy/effectiveness; formalin inactivated; immunogenicity; infants/children; vaccine
"First-in-Human Randomized Study to Assess the Safety and Immunogenicity of an Investigational Respiratory Syncytial Virus (RSV) Vaccine Based on Chimpanzee-Adenovirus-155 Viral Vector-Expressing RSV Fusion, Nucleocapsid, and Antitermination Viral Proteins in Healthy Adults","Cicconi, P.; Jones, C.; Sarkar, E.; Silva-Reyes, L.; Klenerman, P.; de Lara, C.; Hutchings, C.; Moris, P.; Janssens, M.; Fissette, L. A.; Picciolato, M.; Leach, A.; Gonzalez-Lopez, A.; Dieussaert, I.; Snape, M. D.","BACKGROUND: Respiratory syncytial virus (RSV) disease is a major cause of infant morbidity and mortality. This Phase I, randomized, observer-blind, placebo- and active-controlled study evaluated an investigational vaccine against RSV (ChAd155-RSV) using the viral vector chimpanzee-adenovirus-155, encoding RSV fusion (F), nucleocapsid, and transcription antitermination proteins. METHODS: Healthy 18-45-year-old adults received ChAd155-RSV, a placebo, or an active control (Bexsero) at Days (D) 0 and 30. An escalation from a low dose (5 Ã— 109 viral particles) to a high dose (5 Ã— 1010 viral particles) occurred after the first 16 participants. Endpoints were solicited/unsolicited and serious adverse events (SAEs), biochemical/hematological parameters, cell-mediated immunogenicity by enzyme-linked immunospot, functional neutralizing antibodies, anti RSV-F immunoglobin (Ig) G, and ChAd155 neutralizing antibodies. RESULTS: There were 7 participants who received the ChAd155-RSV low dose, 31 who received the ChAd155-RSV high dose, 19 who received the placebo, and 15 who received the active control. No dose-related toxicity or attributable SAEs at the 1-year follow-up were observed. The RSV-A neutralizing antibodies geometric mean titer ratios (post/pre-immunization) following a high dose were 2.6 (D30) and 2.3 (D60). The ratio of the fold-rise (D0 to D30) in anti-F IgG over the fold-rise in RSV-A-neutralizing antibodies was 1.01. At D7 after the high dose of the study vaccine, the median frequencies of circulating B-cells secreting anti-F antibodies were 133.3/106 (IgG) and 16.7/106 (IgA) in peripheral blood mononuclear cells (PBMCs). The median frequency of RSV-F-specific interferon Î³-secreting T-cells after a ChAd155-RSV high dose was 108.3/106 PBMCs at D30, with no increase after the second dose. CONCLUSIONS: In adults previously naturally exposed to RSV, ChAd155-RSV generated increases in specific humoral and cellular immune responses without raising significant safety concerns. CLINICAL TRIALS REGISTRATION: NCT02491463.",2020,May-06,Clin Infect Dis,70,10,2073-2081,31340042,10.1093/cid/ciz653,,#220,Cicconi 2020,Ainslie Hie (2024-12-07 12:51:23)(Included): extracted; ,GSK; NCT number; Possible RCT; general adults; immunogenicity; product not taken forward to phase 3; viral vector
"Safety, Immunogenicity, and Regimen Selection of Ad26.RSV.preF-Based Vaccine Combinations: A Randomized, Double-blind, Placebo-Controlled, Phase 1/2a Study","Comeaux, C. A.; Bart, S.; Bastian, A. R.; Klyashtornyy, V.; De Paepe, E.; Omoruyi, E.; van der Fits, L.; van Heesbeen, R.; Heijnen, E.; Callendret, B.; Sadoff, J.","BACKGROUND: Ad26.RSV.preF is an adenovirus serotype 26 vector-based respiratory syncytial virus (RSV) vaccine encoding a prefusion conformation-stabilized RSV fusion protein (preF) that demonstrated robust humoral and cellular immunogenicity and showed promising efficacy in a human challenge study in younger adults. Addition of recombinant RSV preF protein might enhance RSV-specific humoral immune responses, especially in older populations. METHODS: This randomized, double-blind, placebo-controlled, phase 1/2a study compared the safety and immunogenicity of Ad26.RSV.preF alone and varying doses of Ad26.RSV.preF-RSV preF protein combinations in adults aged â‰¥60 years. This report includes data from cohort 1 (initial safety, n = 64) and cohort 2 (regimen selection, n = 288). Primary immunogenicity and safety analyses were performed 28 days postvaccination (cohort 2) for regimen selection. RESULTS: All vaccine regimens were well tolerated, with similar reactogenicity profiles among them. Combination regimens induced greater humoral immune responses (virus-neutralizing and preF-specific binding antibodies) and similar cellular ones (RSV-F-specific T cells) as compared with Ad26.RSV.preF alone. Vaccine-induced immune responses remained above baseline up to 1.5 years postvaccination. CONCLUSIONS: All Ad26.RSV.preF-based regimens were well tolerated. A combination regimen comprising Ad26.RSV.preF, which elicits strong humoral and cellular responses, and RSV preF protein, which increases humoral responses, was selected for further development. Clinical Trials Registration. NCT03502707.",2024,Jan-12,J Infect Dis,229,1,19-29,37433021,10.1093/infdis/jiad220,,#234,Comeaux 2024,Ainslie Hie (2025-02-17 16:54:46)(Included): extracted; Yuna Chung (2025-01-06 15:53:46)(Included): Janssen Vaccines; ,Janssen; NCT number; Possible RCT; combination vaccine; formulation taken forward to phase 3; immunogenicity; older adults; product taken forward to phase 3; viral vector
"Safety and Efficacy of Nirsevimab in a Universal Prevention Program of Respiratory Syncytial Virus Bronchiolitis in Newborns and Infants in the First Year of Life in the Valle d'Aosta Region, Italy, in the 2023-2024 Epidemic Season","Consolati, A.; Farinelli, M.; Serravalle, P.; Rollandin, C.; Apprato, L.; Esposito, S.; Bongiorno, S.","Respiratory syncytial virus (RSV) bronchiolitis remains a significant global health burden, particularly in newborns and infants during their first year of life. The quest for an effective preventive strategy against RSV has long been sought, and recent developments have shown promise in the form of nirsevimab, a monoclonal antibody specifically designed for RSV prophylaxis. Valle d'Aosta was the first Italian region to propose universal prophylaxis with nirsevimab for newborns and infants in their first epidemic season as early as 2023-2024. This study describes the effectiveness and safety of the universal prevention program of RSV bronchiolitis using the monoclonal antibody nirsevimab in children resident in Valle d'Aosta born during the 2023-2024 epidemic season. There were 556 neonates born from 1 May 2023 to 15 February 2024. The risk of hospitalization for RSV bronchiolitis in 2023-2024 was 3.2%, compared to 7% in the 2022-2023 epidemic season (p < 0.001). After the start of the prophylaxis campaign with nirsevimab, the risk of hospitalization was 8.3% in the sample of infants who did not adhere to the prophylaxis, while no child in the sample of those treated (p < 0.001) was hospitalized for bronchiolitis. Few mild transient side effects were reported. This study shows the efficacy and safety of universal prophylaxis with nirsevimab in neonates, making Valle d'Aosta the first Italian region to offer universal prophylaxis to newborns without risk factors for RSV complications. Future research could further explore its long-term impact and cost-effectiveness.",2024,May-17,Vaccines (Basel),12,5,,38793800,10.3390/vaccines12050549,,#238,Consolati 2024,,AstraZeneca-Sanofi; No NCT number; Possible RCT; efficacy/effectiveness; immunoprophylaxis; infants/children; monoclonal antibody; observational study
